No.,Time,Source,Destination,Protocol,Length,Info,Target
3910,34.826657,173.255.118.158,10.0.0.75,TLSv1.2,558,"Certificate, Server Key Exchange, Server Hello Done",0
3911,34.826737,10.0.0.75,173.255.118.158,TCP,54,50621  >  443 [ACK] Seq=231 Ack=4765 Win=66560 Len=0,0
3912,34.827597,173.255.118.158,10.0.0.75,TLSv1.2,295,Application Data,0
3913,34.830445,10.0.0.75,173.255.118.158,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",0
3914,34.839736,104.17.103.89,10.0.0.75,TLSv1.2,208,Application Data,0
3915,34.839739,104.17.103.89,10.0.0.75,TLSv1.2,92,Application Data,0
3916,34.839859,10.0.0.75,104.17.103.89,TCP,54,50618  >  443 [ACK] Seq=2101 Ack=15049 Win=65280 Len=0,0
3917,34.844778,104.17.103.89,10.0.0.75,TLSv1.2,168,Application Data,0
3918,34.844781,104.17.103.89,10.0.0.75,TLSv1.2,92,Application Data,0
3919,34.844974,10.0.0.75,104.17.103.89,TCP,54,50618  >  443 [ACK] Seq=2101 Ack=15201 Win=65280 Len=0,0
3920,34.856069,10.0.0.75,104.17.103.89,TLSv1.2,325,Application Data,0
3921,34.857354,104.17.103.89,10.0.0.75,TCP,60,443  >  50618 [ACK] Seq=15201 Ack=2372 Win=36864 Len=0,0
3922,34.861286,104.17.103.89,10.0.0.75,TLSv1.2,450,Application Data,0
3923,34.873506,10.0.0.75,104.17.103.89,TLSv1.2,97,Application Data,0
3924,34.874647,104.17.103.89,10.0.0.75,TCP,60,443  >  50626 [ACK] Seq=4595 Ack=1179 Win=32768 Len=0,0
3925,34.880832,10.0.0.75,173.255.118.158,TCP,54,50620  >  443 [ACK] Seq=1849 Ack=6244 Win=66560 Len=0,0
3926,35.051938,173.255.118.158,10.0.0.75,TLSv1.2,105,"Change Cipher Spec, Encrypted Handshake Message",0
3927,35.104845,10.0.0.75,173.255.118.158,TCP,54,50621  >  443 [ACK] Seq=357 Ack=4816 Win=66560 Len=0,0
3928,35.114786,104.17.103.89,10.0.0.75,TLSv1.2,91,Application Data,0
3929,35.168859,10.0.0.75,104.17.103.89,TCP,54,50626  >  443 [ACK] Seq=1179 Ack=4632 Win=64768 Len=0,0
3930,35.213037,104.17.103.89,10.0.0.75,TLSv1.2,135,Application Data,0
3931,35.213038,104.17.103.89,10.0.0.75,TLSv1.2,92,Application Data,0
3932,35.21315,10.0.0.75,104.17.103.89,TCP,54,50618  >  443 [ACK] Seq=2372 Ack=15320 Win=65024 Len=0,0
3933,35.2172,10.0.0.75,104.17.103.89,TLSv1.2,92,Application Data,0
3934,35.218363,104.17.103.89,10.0.0.75,TCP,60,443  >  50626 [ACK] Seq=4632 Ack=1217 Win=32768 Len=0,0
3935,35.324755,10.0.0.75,216.58.220.42,QUIC,254,"Payload (Encrypted), PKN: 10, CID: 7260674189587802687",0
3936,35.326677,10.0.0.75,216.58.220.42,QUIC,254,"Payload (Encrypted), PKN: 11, CID: 7260674189587802687",0
3937,35.327005,10.0.0.75,216.58.220.42,QUIC,254,"Payload (Encrypted), PKN: 12, CID: 7260674189587802687",0
3938,35.329181,216.58.220.42,10.0.0.75,QUIC,75,"Payload (Encrypted), PKN: 11",0
3939,35.35444,216.58.220.42,10.0.0.75,QUIC,69,"Payload (Encrypted), PKN: 12",0
3940,35.360951,216.58.220.42,10.0.0.75,QUIC,239,"Payload (Encrypted), PKN: 13",0
3941,35.360952,216.58.220.42,10.0.0.75,QUIC,157,"Payload (Encrypted), PKN: 14",0
3942,35.361453,10.0.0.75,216.58.220.42,QUIC,86,"Payload (Encrypted), PKN: 13, CID: 7260674189587802687",0
3943,35.364161,216.58.220.42,10.0.0.75,QUIC,213,"Payload (Encrypted), PKN: 15",0
3944,35.364162,216.58.220.42,10.0.0.75,QUIC,115,"Payload (Encrypted), PKN: 16",0
3945,35.364163,216.58.220.42,10.0.0.75,QUIC,213,"Payload (Encrypted), PKN: 17",0
3946,35.364667,10.0.0.75,216.58.220.42,QUIC,80,"Payload (Encrypted), PKN: 14, CID: 7260674189587802687",0
3947,35.366348,216.58.220.42,10.0.0.75,QUIC,133,"Payload (Encrypted), PKN: 18",0
3948,35.367677,10.0.0.75,216.58.220.42,QUIC,80,"Payload (Encrypted), PKN: 15, CID: 7260674189587802687",0
3949,35.410594,166.62.10.139,10.0.0.75,TCP,60,"80  >  50607 [FIN, ACK] Seq=10895 Ack=607 Win=15872 Len=0",0
3950,35.410782,10.0.0.75,166.62.10.139,TCP,54,50607  >  80 [ACK] Seq=607 Ack=10896 Win=65536 Len=0,0
3951,35.667686,10.0.0.64,10.0.3.255,NBNS,92,Name query NB NEWTGLOBAL<1c>,0
3952,35.937371,166.62.10.139,10.0.0.75,TLSv1.2,85,Encrypted Alert,0
3953,35.937372,166.62.10.139,10.0.0.75,TCP,60,"443  >  50600 [FIN, ACK] Seq=613204 Ack=5158 Win=25088 Len=0",0
3954,35.937506,10.0.0.75,166.62.10.139,TCP,54,50600  >  443 [ACK] Seq=5158 Ack=613205 Win=207360 Len=0,0
3955,35.958572,166.62.10.139,10.0.0.75,TLSv1.2,85,Encrypted Alert,0
3956,35.958573,166.62.10.139,10.0.0.75,TCP,60,"443  >  50603 [FIN, ACK] Seq=306079 Ack=8669 Win=32256 Len=0",0
3957,35.958684,10.0.0.75,166.62.10.139,TCP,54,50603  >  443 [ACK] Seq=8669 Ack=306080 Win=65536 Len=0,0
3958,35.989863,166.62.10.139,10.0.0.75,TLSv1.2,85,Encrypted Alert,0
3959,35.989865,166.62.10.139,10.0.0.75,TCP,60,"443  >  50602 [FIN, ACK] Seq=352891 Ack=11377 Win=37760 Len=0",0
3960,35.989962,10.0.0.75,166.62.10.139,TCP,54,50602  >  443 [ACK] Seq=11377 Ack=352892 Win=212736 Len=0,0
3961,35.999873,Cisco_c9:70:28,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:5f:86:c9:70:1c  Cost = 0  Port = 0x800c,0
3962,36.200669,10.0.0.75,216.58.197.74,QUIC,1392,"Client Hello, PKN: 1, CID: 14943705142638945980",0
3963,36.230387,216.58.197.74,10.0.0.75,QUIC,77,"Payload (Encrypted), PKN: 1, CID: 14943705142638945980",0
3964,36.238976,216.58.197.74,10.0.0.75,QUIC,1392,"Rejection, PKN: 2, CID: 14943705142638945980",0
3965,36.238978,216.58.197.74,10.0.0.75,QUIC,1392,"Payload (Encrypted), PKN: 3, CID: 14943705142638945980",0
3966,36.248658,10.0.0.75,216.58.197.74,QUIC,1392,"Payload (Encrypted), PKN: 2, CID: 14943705142638945980",0
3967,36.249204,10.0.0.75,216.58.197.74,QUIC,390,"Payload (Encrypted), PKN: 3, CID: 14943705142638945980",0
3968,36.249505,10.0.0.75,216.58.197.74,QUIC,202,"Payload (Encrypted), PKN: 4, CID: 14943705142638945980",0
3969,36.260978,10.0.0.75,216.58.197.74,QUIC,1392,"Client Hello, PKN: 5, CID: 14943705142638945980",0
3970,36.264975,216.58.197.74,10.0.0.75,QUIC,83,"Payload (Encrypted), PKN: 4, CID: 14943705142638945980",0
3971,36.265425,10.0.0.75,216.58.197.74,QUIC,390,"Payload (Encrypted), PKN: 6, CID: 14943705142638945980",0
3972,36.265608,10.0.0.75,216.58.197.74,QUIC,202,"Payload (Encrypted), PKN: 7, CID: 14943705142638945980",0
3973,36.277062,10.0.0.75,216.58.197.74,QUIC,390,"Payload (Encrypted), PKN: 8, CID: 14943705142638945980",0
3974,36.287608,216.58.197.74,10.0.0.75,QUIC,1392,"Payload (Encrypted), PKN: 5",0
3975,36.287609,216.58.197.74,10.0.0.75,QUIC,73,"Payload (Encrypted), PKN: 6",0
3976,36.288666,10.0.0.75,216.58.197.74,QUIC,83,"Payload (Encrypted), PKN: 9, CID: 14943705142638945980",0
3977,36.289089,10.0.0.75,216.58.197.74,QUIC,83,"Payload (Encrypted), PKN: 10, CID: 14943705142638945980",0
3978,36.291252,216.58.197.74,10.0.0.75,QUIC,77,"Payload (Encrypted), PKN: 7",0
3979,36.291254,216.58.197.74,10.0.0.75,QUIC,75,"Payload (Encrypted), PKN: 8",0
3980,36.291255,216.58.197.74,10.0.0.75,QUIC,72,"Payload (Encrypted), PKN: 9",0
3981,36.291618,10.0.0.75,216.58.197.74,QUIC,202,"Payload (Encrypted), PKN: 11, CID: 14943705142638945980",0
3982,36.318861,216.58.197.74,10.0.0.75,QUIC,72,"Payload (Encrypted), PKN: 10",0
3983,36.327218,216.58.197.74,10.0.0.75,QUIC,262,"Payload (Encrypted), PKN: 11",0
3984,36.331015,216.58.197.74,10.0.0.75,QUIC,181,"Payload (Encrypted), PKN: 12",0
3985,36.331017,216.58.197.74,10.0.0.75,QUIC,304,"Payload (Encrypted), PKN: 13",0
3986,36.331501,10.0.0.75,216.58.197.74,QUIC,92,"Payload (Encrypted), PKN: 12, CID: 14943705142638945980",0
3987,36.357047,10.0.0.75,216.58.197.74,QUIC,77,"Payload (Encrypted), PKN: 13, CID: 14943705142638945980",0
3988,36.417656,10.0.0.64,10.0.3.255,NBNS,92,Name query NB NEWTGLOBAL<1c>,0
3989,36.52668,166.62.10.139,10.0.0.75,TLSv1.2,85,Encrypted Alert,0
3990,36.526681,166.62.10.139,10.0.0.75,TCP,60,"443  >  50599 [FIN, ACK] Seq=1313590 Ack=4272 Win=23680 Len=0",0
3991,36.52683,10.0.0.75,166.62.10.139,TCP,54,50599  >  443 [ACK] Seq=4272 Ack=1313591 Win=672512 Len=0,0
3992,37.137816,166.62.10.139,10.0.0.75,TLSv1.2,85,Encrypted Alert,0
3993,37.137818,166.62.10.139,10.0.0.75,TCP,60,"443  >  50601 [FIN, ACK] Seq=32193 Ack=5191 Win=25088 Len=0",0
3994,37.137943,10.0.0.75,166.62.10.139,TCP,54,50601  >  443 [ACK] Seq=5191 Ack=32194 Win=65536 Len=0,0
3995,37.167548,10.0.0.64,10.0.3.255,NBNS,92,Name query NB NEWTGLOBAL<1c>,0
3996,37.696011,166.62.10.139,10.0.0.75,TLSv1.2,85,Encrypted Alert,0
3997,37.696013,166.62.10.139,10.0.0.75,TCP,60,"443  >  50598 [FIN, ACK] Seq=92189 Ack=10508 Win=36608 Len=0",0
3998,37.696141,10.0.0.75,166.62.10.139,TCP,54,50598  >  443 [ACK] Seq=10508 Ack=92190 Win=65536 Len=0,0
3999,37.819949,10.0.0.75,10.0.3.255,BROWSER,243,"Host Announcement NEWT-CSS01, Workstation, Server, NT Workstation",0
4000,37.999906,Cisco_c9:70:28,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:5f:86:c9:70:1c  Cost = 0  Port = 0x800c,0
4001,38.159139,10.0.0.75,239.255.255.250,SSDP,216,M-SEARCH * HTTP/1.1 ,0
4002,38.497009,10.0.0.75,216.58.207.35,TCP,642,"[TCP Retransmission] 50593  >  443 [PSH, ACK] Seq=662 Ack=264 Win=65792 Len=588",1
4003,39.161078,10.0.0.75,239.255.255.250,SSDP,216,M-SEARCH * HTTP/1.1 ,0
4004,40.000062,Cisco_c9:70:28,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:5f:86:c9:70:1c  Cost = 0  Port = 0x800c,0
4005,40.161185,10.0.0.75,239.255.255.250,SSDP,216,M-SEARCH * HTTP/1.1 ,0
4006,40.316948,10.0.0.75,74.125.68.188,SSL,55,Continuation Data,0
4007,40.350832,74.125.68.188,10.0.0.75,TCP,66,443  >  50519 [ACK] Seq=1 Ack=2 Win=180 Len=0 SLE=1 SRE=2,0
4008,41.161304,10.0.0.75,239.255.255.250,SSDP,216,M-SEARCH * HTTP/1.1 ,0
4009,41.549119,10.0.0.75,216.58.197.46,QUIC,65,"Payload (Encrypted), PKN: 7, CID: 12322638674890225192",0
4010,41.577236,216.58.197.46,10.0.0.75,QUIC,72,"Payload (Encrypted), PKN: 7",0
4011,41.999684,Cisco_c9:70:28,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:5f:86:c9:70:1c  Cost = 0  Port = 0x800c,0
4012,42.206031,10.0.0.75,121.242.190.180,DNS,77,Standard query 0xbcdb A beacons2.gvt2.com,0
4013,42.237325,10.0.0.75,8.8.8.8,DNS,77,Standard query 0xbcdb A beacons2.gvt2.com,0
4014,42.273865,8.8.8.8,10.0.0.75,DNS,93,Standard query response 0xbcdb A beacons2.gvt2.com A 216.58.220.227,0
4015,42.279392,10.0.0.75,216.58.220.227,QUIC,1392,"Client Hello, PKN: 1, CID: 2683757782137256358",0
4016,42.382241,216.58.220.227,10.0.0.75,QUIC,1392,"Rejection, PKN: 1, CID: 2683757782137256358",0
4017,42.382535,216.58.220.227,10.0.0.75,QUIC,1392,"Payload (Encrypted), PKN: 2, CID: 2683757782137256358",0
4018,42.385972,10.0.0.75,216.58.220.227,QUIC,1392,"Payload (Encrypted), PKN: 2, CID: 2683757782137256358",0
4019,42.407677,216.58.220.227,10.0.0.75,QUIC,77,"Payload (Encrypted), PKN: 3, CID: 2683757782137256358",0
4020,42.488429,216.58.220.227,10.0.0.75,QUIC,1392,"Payload (Encrypted), PKN: 4",0
4021,42.488433,216.58.220.227,10.0.0.75,QUIC,73,"Payload (Encrypted), PKN: 5",0
4022,42.495139,10.0.0.75,216.58.220.227,QUIC,81,"Payload (Encrypted), PKN: 3, CID: 2683757782137256358",0
4023,42.495309,10.0.0.75,216.58.220.227,QUIC,83,"Payload (Encrypted), PKN: 4, CID: 2683757782137256358",0
4024,42.495635,10.0.0.75,216.58.220.227,QUIC,270,"Payload (Encrypted), PKN: 5, CID: 2683757782137256358",0
4025,42.495739,10.0.0.75,216.58.220.227,QUIC,343,"Payload (Encrypted), PKN: 6, CID: 2683757782137256358",0
4026,42.514296,216.58.220.227,10.0.0.75,QUIC,69,"Payload (Encrypted), PKN: 6",0
4027,42.565278,Avaya_7f:80:01,Nortel-autodiscovery,NDP,60,FlatNet Hello,0
4028,42.596638,216.58.220.227,10.0.0.75,QUIC,78,"Payload (Encrypted), PKN: 7",0
4029,42.630631,216.58.220.227,10.0.0.75,QUIC,234,"Payload (Encrypted), PKN: 8",0
4030,42.630632,216.58.220.227,10.0.0.75,QUIC,60,"Payload (Encrypted), PKN: 9",0
4031,42.630992,10.0.0.75,216.58.220.227,QUIC,86,"Payload (Encrypted), PKN: 7, CID: 2683757782137256358",0
4032,42.726281,10.0.0.64,10.0.3.255,NBNS,92,Name query NB NEWTGLOBAL<1c>,0
4033,43.202912,52.0.217.44,10.0.0.75,TCP,60,"80  >  50625 [FIN, ACK] Seq=1 Ack=1 Win=27008 Len=0",0
4034,43.203029,10.0.0.75,52.0.217.44,TCP,54,50625  >  80 [ACK] Seq=1 Ack=2 Win=65536 Len=0,0
4035,43.287028,52.0.217.44,10.0.0.75,TCP,60,"80  >  50624 [FIN, ACK] Seq=2047 Ack=707 Win=29056 Len=0",0
4036,43.287149,10.0.0.75,52.0.217.44,TCP,54,50624  >  80 [ACK] Seq=707 Ack=2048 Win=65536 Len=0,0
4037,43.476044,10.0.0.64,10.0.3.255,NBNS,92,Name query NB NEWTGLOBAL<1c>,0
4038,43.725983,10.0.0.168,10.0.3.255,NBNS,92,Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>,0
4039,43.839168,Cisco_c9:70:28,LLDP_Multicast,LLDP,82,TTL = 120 ,0
4040,44.000984,Cisco_c9:70:28,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:5f:86:c9:70:1c  Cost = 0  Port = 0x800c,0
4041,44.261121,10.0.0.64,10.0.3.255,NBNS,92,Name query NB NEWTGLOBAL<1c>,0
4042,44.325603,52.229.169.31,10.0.0.75,TLSv1.2,523,Application Data,0
4043,44.365228,10.0.0.75,52.229.169.31,TCP,54,50517  >  443 [ACK] Seq=1 Ack=470 Win=258 Len=0,0
4044,44.673216,10.0.0.75,216.239.38.120,QUIC,65,"Payload (Encrypted), PKN: 51, CID: 6047882625472204203",0
4045,44.702492,216.239.38.120,10.0.0.75,QUIC,72,"Payload (Encrypted), PKN: 67",0
4046,45.713281,10.0.0.75,216.58.220.46,QUIC,65,"Payload (Encrypted), PKN: 13, CID: 369920114684204999",0
4047,45.740286,216.58.220.46,10.0.0.75,QUIC,72,"Payload (Encrypted), PKN: 13",0
4048,45.999684,Cisco_c9:70:28,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:5f:86:c9:70:1c  Cost = 0  Port = 0x800c,0
4049,46.409435,10.0.0.75,216.58.212.131,QUIC,65,"Payload (Encrypted), PKN: 13, CID: 17080217636194876351",0
4050,46.757613,216.58.212.131,10.0.0.75,QUIC,75,"Payload (Encrypted), PKN: 16",0
4051,47.417368,10.0.0.75,216.58.220.35,QUIC,65,"Payload (Encrypted), PKN: 16, CID: 15401951001335103375",0
4052,47.444119,216.58.220.35,10.0.0.75,QUIC,96,"Payload (Encrypted), PKN: 26",0
4053,47.649541,fe80::ffff:ffff:fffe,ff02::2,ICMPv6,103,Router Solicitation,0
4054,47.886602,fe80::8000:f227:62c7:9542,fe80::ffff:ffff:fffe,ICMPv6,151,Router Advertisement,0
4055,47.886826,fe80::ffff:ffff:fffe,ff02::2,ICMPv6,103,Router Solicitation,0
4056,47.999695,Cisco_c9:70:28,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:5f:86:c9:70:1c  Cost = 0  Port = 0x800c,0
4057,48.11923,fe80::8000:f227:62c7:9542,fe80::ffff:ffff:fffe,ICMPv6,151,Router Advertisement,0
4058,48.124446,fe80::ffff:ffff:fffe,ff02::2,ICMPv6,103,Router Solicitation,0
4059,48.125716,10.0.0.75,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252,0
4060,48.129179,10.0.0.75,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252,0
4061,48.139383,10.0.0.75,13.78.94.7,TCP,54,"50591  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0",0
4062,48.196241,10.0.0.75,239.255.255.250,UDP,1121,57894  >  3702 Len=1079,0
4063,48.213118,10.0.0.65,10.0.0.75,TCP,66,50406  >  5357 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
4064,48.213339,10.0.0.75,10.0.0.65,TCP,66,"5357  >  50406 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1",0
4065,48.217118,10.0.0.65,10.0.0.75,TCP,60,50406  >  5357 [ACK] Seq=1 Ack=1 Win=65536 Len=0,0
4066,48.217119,10.0.0.65,10.0.0.75,TCP,276,"50406  >  5357 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=222 [TCP segment of a reassembled PDU]",0
4067,48.217119,10.0.0.65,10.0.0.75,HTTP/XML,787,POST /317b58a0-4e69-4109-9eff-bb52af288d03/ HTTP/1.1 ,0
4068,48.217238,10.0.0.75,10.0.0.65,TCP,54,5357  >  50406 [ACK] Seq=1 Ack=956 Win=65536 Len=0,0
4069,48.220243,10.0.0.75,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources,0
4070,48.241116,13.78.94.7,10.0.0.75,TCP,60,"443  >  50591 [FIN, ACK] Seq=1 Ack=2 Win=513 Len=0",0
4071,48.241185,10.0.0.75,13.78.94.7,TCP,54,50591  >  443 [ACK] Seq=2 Ack=2 Win=1021 Len=0,0
4072,48.244214,10.0.0.75,224.0.0.252,LLMNR,70,Standard query 0x403d ANY Newt-Css01,0
4073,48.252419,10.0.0.75,10.0.0.65,TCP,1514,5357  >  50406 [ACK] Seq=1 Ack=956 Win=65536 Len=1460 [TCP segment of a reassembled PDU],0
4074,48.252452,10.0.0.75,10.0.0.65,HTTP/XML,938,HTTP/1.1 200  ,0
4075,48.254588,10.0.0.65,10.0.0.75,TCP,60,50406  >  5357 [ACK] Seq=956 Ack=2345 Win=65536 Len=0,0
4076,48.263101,10.0.0.75,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,0
4077,48.270143,10.0.0.65,10.0.0.75,TCP,60,"50406  >  5357 [FIN, ACK] Seq=956 Ack=2345 Win=65536 Len=0",0
4078,48.271117,10.0.0.75,10.0.0.65,TCP,54,"5357  >  50406 [FIN, ACK] Seq=2345 Ack=957 Win=65536 Len=0",0
4079,48.272148,10.0.0.65,10.0.0.75,TCP,60,50406  >  5357 [ACK] Seq=957 Ack=2346 Win=65536 Len=0,0
4080,48.273988,10.0.0.75,239.255.255.250,UDP,1121,57894  >  3702 Len=1079,0
4081,48.357892,fe80::8000:f227:62c7:9542,fe80::ffff:ffff:fffe,ICMPv6,151,Router Advertisement,0
4082,48.358718,2001:0:9d38:6abd:3445:2620:49b3:20dd,ff02::1,IPv6,82,IPv6 no next header,0
4083,48.360925,10.0.0.65,10.0.0.75,UDP,94,56297  >  54492 Len=52,0
4084,48.557927,10.0.0.75,104.17.103.89,TLSv1.2,92,Application Data,0
4085,48.559585,104.17.103.89,10.0.0.75,TCP,60,443  >  50626 [ACK] Seq=4632 Ack=1255 Win=32768 Len=0,0
4086,48.584794,2001:0:9d38:6abd:cea:1091:49b3:20dd,2001:0:9d38:6abd:3445:2620:49b3:20dd,IPv6,98,IPv6 no next header,0
4087,48.585174,10.0.0.75,10.0.0.65,UDP,94,54492  >  56297 Len=52,0
4088,48.585281,2001:0:9d38:6abd:3445:2620:49b3:20dd,2001:0:9d38:6abd:cea:1091:49b3:20dd,IPv6,98,IPv6 no next header,0
4089,48.629287,10.0.0.75,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources,0
4090,48.653439,10.0.0.75,224.0.0.252,LLMNR,70,Standard query 0x403d ANY Newt-Css01,0
4091,48.804809,104.17.103.89,10.0.0.75,TLSv1.2,86,Application Data,0
4092,48.814041,10.0.0.65,10.0.0.75,UDP,94,56297  >  54492 Len=52,0
4093,48.857351,10.0.0.75,104.17.103.89,TCP,54,50626  >  443 [ACK] Seq=1255 Ack=4664 Win=64768 Len=0,0
4094,49.070003,10.0.0.75,224.0.0.22,IGMPv3,54,Membership Report / Leave group 224.0.0.252,0
4095,49.07065,10.0.0.75,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources,0
4096,49.071643,10.0.0.75,224.0.0.252,LLMNR,70,Standard query 0x2ee7 ANY Newt-Css01,0
4097,49.128447,fe80::984a:47:852c:6e50,ff02::c,UDP,718,65375  >  3702 Len=656,0
4098,49.129361,10.0.0.75,224.0.0.22,IGMPv3,54,Membership Report / Join group 224.0.0.252 for any sources,0
4099,49.133259,10.0.0.63,239.255.255.250,UDP,698,65374  >  3702 Len=656,0
4100,49.297249,fe80::984a:47:852c:6e50,ff02::c,UDP,718,65375  >  3702 Len=656,0
4101,49.349252,162.125.34.129,10.0.0.75,TLSv1.2,311,Application Data,0
4102,49.353715,10.0.0.75,162.125.34.129,TLSv1.2,1065,Application Data,0
4103,49.382062,10.0.0.63,239.255.255.250,UDP,698,65374  >  3702 Len=656,0
4104,49.480854,fe80::bdba:8864:1270:ad39,ff02::1:ff2c:6e50,ICMPv6,86,Neighbor Solicitation for fe80::984a:47:852c:6e50 from 84:7b:eb:1f:ea:15,0
4105,49.481581,10.0.0.75,224.0.0.252,LLMNR,70,Standard query 0x2ee7 ANY Newt-Css01,0
4106,49.489361,10.0.0.75,216.58.207.35,TCP,642,"[TCP Retransmission] 50593  >  443 [PSH, ACK] Seq=662 Ack=264 Win=65792 Len=588",1
4107,49.613224,162.125.34.129,10.0.0.75,TCP,60,443  >  50550 [ACK] Seq=515 Ack=2023 Win=94 Len=0,0
4108,49.623952,fe80::984a:47:852c:6e50,ff02::c,UDP,718,65375  >  3702 Len=656,0
4109,49.703741,10.0.0.64,10.0.3.255,NBNS,92,Name query NB NEWTGLOBAL<1c>,0
4110,49.843604,10.0.0.63,239.255.255.250,UDP,698,65374  >  3702 Len=656,0
4111,50.000268,Cisco_c9:70:28,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:5f:86:c9:70:1c  Cost = 0  Port = 0x800c,0
4112,50.049332,fe80::bdba:8864:1270:ad39,ff02::c,UDP,718,64695  >  3702 Len=656,0
4113,50.050373,10.0.0.65,239.255.255.250,UDP,698,64694  >  3702 Len=656,0
4114,50.080577,fe80::984a:47:852c:6e50,ff02::c,UDP,718,65375  >  3702 Len=656,0
4115,50.209091,10.0.0.65,239.255.255.250,UDP,698,64694  >  3702 Len=656,0
4116,50.209376,fe80::bdba:8864:1270:ad39,ff02::c,UDP,718,64695  >  3702 Len=656,0
4117,50.296306,10.0.0.63,239.255.255.250,UDP,698,65374  >  3702 Len=656,0
4118,50.325509,10.0.0.75,216.58.220.42,QUIC,65,"Payload (Encrypted), PKN: 16, CID: 7260674189587802687",0
4119,50.35434,216.58.220.42,10.0.0.75,QUIC,78,"Payload (Encrypted), PKN: 19",0
4120,50.488825,10.0.0.64,10.0.3.255,NBNS,92,Name query NB NEWTGLOBAL<1c>,0
4121,50.524514,10.0.0.65,239.255.255.250,UDP,698,64694  >  3702 Len=656,0
4122,50.527473,fe80::bdba:8864:1270:ad39,ff02::c,UDP,718,64695  >  3702 Len=656,0
4123,50.97571,10.0.0.65,239.255.255.250,UDP,698,64694  >  3702 Len=656,0
4124,50.978627,fe80::bdba:8864:1270:ad39,ff02::c,UDP,718,64695  >  3702 Len=656,0
4125,51.241335,10.0.0.64,10.0.3.255,NBNS,92,Name query NB NEWTGLOBAL<1c>,0
4126,51.261723,10.0.0.75,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,0
4127,51.322799,162.125.34.129,10.0.0.75,TLSv1.2,311,Application Data,0
4128,51.329601,10.0.0.75,162.125.34.129,TLSv1.2,755,Application Data,0
4129,51.595024,162.125.34.129,10.0.0.75,TCP,60,443  >  50511 [ACK] Seq=258 Ack=702 Win=94 Len=0,0
4130,51.999605,Cisco_c9:70:28,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:5f:86:c9:70:1c  Cost = 0  Port = 0x800c,0
4131,52.564863,Avaya_7f:80:01,Nortel-autodiscovery,NDP,60,FlatNet Hello,0
4132,52.580631,Cisco_c9:70:28,CDP/VTP/DTP/PAgP/UDLD,CDP,203,Device ID: 005f86c9701c  Port ID: fa12  ,0
4133,54.000494,Cisco_c9:70:28,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:5f:86:c9:70:1c  Cost = 0  Port = 0x800c,0
4134,54.261641,10.0.0.75,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,0
4135,54.313273,10.0.0.64,10.0.3.255,BROWSER,243,"Local Master Announcement NEWT-PK037, Workstation, Server, NT Workstation, Potential Browser, Master Browser",0
4136,54.509046,10.0.0.75,10.0.3.255,DB-LSP-DISC,176,Dropbox LAN sync Discovery Protocol,0
4137,54.630897,10.0.0.63,255.255.255.255,DB-LSP-DISC,188,Dropbox LAN sync Discovery Protocol,0
4138,54.633011,10.0.0.63,10.0.3.255,DB-LSP-DISC,188,Dropbox LAN sync Discovery Protocol,0
4139,54.633012,10.0.0.63,255.255.255.255,DB-LSP-DISC,188,Dropbox LAN sync Discovery Protocol,0
4140,54.633012,10.0.0.63,255.255.255.255,DB-LSP-DISC,188,Dropbox LAN sync Discovery Protocol,0
4141,55.999727,Cisco_c9:70:28,Spanning-tree-(for-bridges)_00,STP,60,RST. Root = 32768/0/00:5f:86:c9:70:1c  Cost = 0  Port = 0x800c,0
4142,56.857514,10.0.0.64,10.0.3.255,NBNS,92,Name query NB NEWTGLOBAL<1c>,0
4143,57.266092,10.0.0.75,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,0
